surface	wiki_title	type
Heinekin	Heineken	ingredient
Heinz	Heinz	dish
Heinz (H.J.)	Heinz	dish
Heinz (brand)	Heinz	dish
Heinz (company)	Heinz	dish
Heinz 57	Heinz 57	condiment
Heinz 57 Varieties	Heinz 57	condiment
Heinz 57 steak sauce.	Heinz 57	condiment
Heinz Co.	Heinz	dish
Heinz Company	Heinz	dish
Heinz Coompany	Heinz	dish
Heinz Foods	Heinz	dish
Heinz Noble &amp; Co.	Heinz	dish
Heinz Noble &amp; Company	Heinz	dish
Heinz Noble and Company	Heinz	dish
Heinz, Noble &amp; Co.	Heinz	dish
Heinz, Noble &amp; Company	Heinz	dish
Heinz, Noble and Company	Heinz	dish
Heinzkraft	Kraft Heinz	ingredient
Heizao	Jujube	ingredient
Heißewecke	Heißwecke	dish
Heißwecke	Heißwecke	dish
Helado de paila	Helado de paila	dish
Helava	Halva	dish
Hell (energy drink)	Hell Energy Drink	ingredient
Hell Energy Drink	Hell Energy Drink	ingredient
Hell energy drink	Hell Energy Drink	ingredient
Heller bock	Bock	ingredient
Helles bock	Bock	ingredient
Hellim	Halloumi	ingredient
Hellim cheese	Halloumi	ingredient
Hellimli	Hellimli	dish
Hello Panda	Hello Panda	dish
Helmipuuro	Helmipuuro	ingredient
Heluva Good	Heluva Good!	dish
Heluva Good!	Heluva Good!	dish
Helvah	Halva	dish
Helvetia Milk Condensing Company	Pet, Inc.	dish
Helwa	Halva	dish
Helzel	Helzel	dish
Hen (food)	Chicken as food	ingredient
Hen (meat)	Chicken as food	ingredient
Hen meat	Chicken as food	ingredient
Hen's egg	Eggs as food	ingredient
Hen's eggs	Eggs as food	ingredient
Henderson's Relish	Henderson's Relish	condiment
Hendrick's Gin	Hendrick's Gin	ingredient
Hennig-Olsen Iskremfabrikk	Hennig-Olsen Iskremfabrikk	ingredient
Henri Bardouin	Pastis Henri Bardouin	ingredient
Henrietta Hervey	Anglo-Indian cuisine	cuisine
Henry Bain	Henry Bain sauce	condiment
Henry Bain sauce	Henry Bain sauce	condiment
Henry McKenna	Heaven Hill	ingredient
Henry Pierre Heineken	Heineken	ingredient
Henry S. Levy and Sons	Henry S. Levy and Sons	dish
Hens as food	Chicken as food	ingredient
Hentak	Hentak	dish
Hen’s eggs	Eggs as food	ingredient
Heong Peah	Heong Peng	dish
Heong Peng	Heong Peng	dish
Heotjesa bap	Heotjesatbap	dish
Heotjesabap	Heotjesatbap	dish
Heotjesatbap	Heotjesatbap	dish
Herb	Herb	ingredient
Herb de provence	Herbes de Provence	ingredient
Herbal wine	Wine	ingredient
Herbes de Mallorca	Hierbas de Mallorca	ingredient
Herbes de Provence	Herbes de Provence	ingredient
Herbes de provence	Herbes de Provence	ingredient
Herbs	Herb	ingredient
Herbs de Majorca	Hierbas de Mallorca	ingredient
Herbs de Provence	Herbes de Provence	ingredient
Herbs de provence	Herbes de Provence	ingredient
Herbs of Provence	Herbes de Provence	ingredient
Hereford Hop	Hereford Hop	ingredient
Heritage Dr Pepper	Dr Pepper	ingredient
Heritage Dr. Pepper	Dr Pepper	ingredient
Heritage Foods	Heritage Foods	ingredient
Heritage Foods Limited	Heritage Foods	ingredient
Hermit (cookie)	Cookie	dish
Hermit cookie	Cookie	dish
Herout	Dillegrout	dish
Herrencreme	Herrencreme	dish
Herring (food)	Herring as food	dish
Herring as food	Herring as food	dish
Herrings as food	Herring as food	dish
Hershey Creamery Co.	Hershey Creamery Company	ingredient
Hershey Creamery Company	Hershey Creamery Company	ingredient
Hershey's Ice Cream	Hershey Creamery Company	ingredient
Hershey’s Tropical Chocolate Bar	Military chocolate (United States)	ingredient
Hertog Ola	Unilever	ingredient
Hertzog Cookie	Hertzoggie	dish
Hertzog Koekie	Hertzoggie	dish
Hertzog Koekies	Hertzoggie	dish
Hertzog cookies	Hertzoggie	dish
Hertzoggie	Hertzoggie	dish
Hertzoggies	Hertzoggie	dish
Heshy Rubashkin	Agriprocessors	ingredient
Hetvägg	Semla	dish
Heugimja dasik	Dasik	ingredient
Heugimja-dasik	Dasik	ingredient
Heugimja-juk	Heugimja-juk	dish
Heugyeomso-tang	Heugyeomso-tang	dish
Heukdu	Black adzuki bean	ingredient
Heukimja dasik	Dasik	ingredient
Heukimja-dasik	Dasik	ingredient
Heukimjajuk	Heugimja-juk	dish
Heuksodu	Black adzuki bean	ingredient
Hey Mabel, Black Label!	Carling Black Label	ingredient
Hheuk yeomso tang	Heugyeomso-tang	dish
Hi chew	Hi-Chew	dish
Hi-C	Hi-C	ingredient
Hi-C (drink)	Hi-C	ingredient
Hi-C (juice)	Hi-C	ingredient
Hi-Chew	Hi-Chew	dish
Hi-Fi (cocktail)	Screwdriver (cocktail)	ingredient
Hi-chew	Hi-Chew	dish
Hibachi	Hibachi	technique
Hibachi cuisine	Hibachi	technique
Hibachi grill	Hibachi	technique
Hibatchi	Hibachi	technique
Hibati	Hibachi	technique
Hibiscus (cocktail)	Mimosa (cocktail)	ingredient
Hibiscus esculentus	Okra	ingredient
Hibiscus leaves pickle	Hibiscus leaves pickle	condiment
Hibiscus sabdariffa var. rubra	Gongura	ingredient
Hichew	Hi-Chew	dish
Hickory	Hickory	ingredient
Hickory (botany)	Hickory	ingredient
Hickory bacon	Bacon	dish
Hickory nut	Hickory	ingredient
Hickory nut soup	Kanuchi	dish
Hickory nuts	Hickory	ingredient
Hickory tree	Hickory	ingredient
Hickory wood	Hickory	ingredient
Hickory-smoked ham	Ham	dish
Hickory: Botany	Hickory	ingredient
Hideg meggyleves	Sour cherry soup	dish
Hierbas	Hierbas	ingredient
Hierbas (liquor)	Hierbas	ingredient
Hierbas Mallorquinas	Hierbas de Mallorca	ingredient
Hierbas de Mallorca	Hierbas de Mallorca	ingredient
Higado	Igado	dish
Higashi (food)	Higashi (food)	ingredient
High Energy Biscuits	High energy biscuit	ingredient
High Liner	High Liner Foods	ingredient
High Liner Foods	High Liner Foods	ingredient
High Liner Foods Incorporated	High Liner Foods	ingredient
High Noon (seltzer)	High Noon (seltzer)	ingredient
High Noon Spirits	High Noon (seltzer)	ingredient
High Noon Sun Sips	High Noon (seltzer)	ingredient
High Noon seltzer	High Noon (seltzer)	ingredient
High energy biscuit	High energy biscuit	ingredient
High energy biscuits	High energy biscuit	ingredient
High shell-seal	Almond	dish
Highbush Blueberry	Blueberry	ingredient
Highbush blueberry	Blueberry	ingredient
Highlander Crisps	San Carlo (company)	dish
Hijiki	Hijiki	dish
Hikari (Company)	Hikari (company)	ingredient
Hikari (company)	Hikari (company)	ingredient
Hikari (fish food)	Hikari (company)	ingredient
Hikari flake	Hikari (company)	ingredient
Hilachas	Hilachas	dish
Hilbah	Hulbah	condiment
Hilbeh	Hulbah	condiment
Hilbeh (Dessert)	Hilbeh (dessert)	dish
Hilbeh (dessert)	Hilbeh (dessert)	dish
Hill's Absinth	Hill's Absinth	ingredient
Hill, Evans &amp; Co	Hill, Evans &amp; Co	condiment
Hillsdown Holdings	Premier Foods	dish
Hillshire Brands	Hillshire Brands	dish
Hillshire Brands Company	Hillshire Brands	dish
Hillshire Farm	Hillshire Farm	dish
Hillshire Farms	Hillshire Farm	dish
Hilmar Cheese	Hilmar Cheese Company	ingredient
Hilmar Cheese Company	Hilmar Cheese Company	ingredient
Hilopites	Hilopites	ingredient
Hilsa	Ilish	ingredient
Hilsa herring	Ilish	ingredient
Hilsa ilisha	Ilish	ingredient
Hilsa shad	Ilish	ingredient
Hilsha	Ilish	ingredient
Hilsha fish	Ilish	ingredient
Himbasha	Himbasha	dish
Himono	Himono	dish
Hinalabos	Halabos	dish
Hinalabus	Halabos	dish
Hinalabós	Halabos	dish
Hinalbos	Halabos	dish
Hinalbus	Halabos	dish
Hinalbós	Halabos	dish
Hinatokan	Ginataan	dish
Hinatukan	Ginataan	dish
Hinava	Hinava	dish
Hinkali	Khinkali	dish
Hinn choy	Amaranth	ingredient
Hint of Lime	Tostitos	dish
Hiodon alosoides	Goldeye	ingredient
Hiodon chrysopsis	Goldeye	ingredient
Hiodon clodalis	Goldeye	ingredient
Hipocras	Hippocras	ingredient
Hippie cola	Cola	ingredient
Hippocras	Hippocras	ingredient
Hirayachi	Okonomiyaki	dish
Hire Root Beer	Hires Root Beer	ingredient
Hire's Root Beer	Hires Root Beer	ingredient
Hires Root Beer	Hires Root Beer	ingredient
Hiroshimayaki	Okonomiyaki	dish
Hirtenkaese	Hirtenkäse	ingredient
Hirtenkase	Hirtenkäse	ingredient
Hirtenkäse	Hirtenkäse	ingredient
Hirtenmakkaroni	Hirtenmakkaroni	dish
Hirzel Canning Company &amp; Farms	Hirzel Canning Company &amp; Farms	condiment
Hispanic cuisine	Latin American cuisine	cuisine
Historical Chinese Cuisine	History of Chinese cuisine	cuisine
Historical Chinese cuisine	History of Chinese cuisine	cuisine
History of American Chinese cuisine	American Chinese cuisine	cuisine
History of American Jewish cuisine	American Jewish cuisine	cuisine
History of Anglo-Indian cuisine	Anglo-Indian cuisine	cuisine
History of Argentine cuisine	History of Argentine cuisine	cuisine
History of Ashkenazi Jewish cuisine	Ashkenazi Jewish cuisine	cuisine
History of Australian Chinese cuisine	Australian Chinese cuisine	cuisine
History of Bread	History of bread	dish
History of British Chinese cuisine	British Chinese cuisine	ingredient
History of California bread	History of bread in California	dish
History of Canadian Chinese cuisine	Canadian Chinese cuisine	cuisine
History of Caribbean Chinese cuisine	Caribbean Chinese cuisine	cuisine
History of Chinese Islamic cuisine	Chinese Islamic cuisine	cuisine
History of Chinese cuisine	History of Chinese cuisine	cuisine
History of Chinese imperial cuisine	Chinese imperial cuisine	cuisine
History of Coca-Cola	Coca-Cola	ingredient
History of Corsican cuisine	Cuisine of Corsica	cuisine
History of Dean Foods	Dean Foods	dish
History of Eastern Arabian cuisine	Eastern Arabian cuisine	cuisine
History of Filipino Chinese cuisine	Filipino Chinese cuisine	cuisine
History of French mother sauces	French mother sauces	condiment
History of Greek Macedonian cuisine	Greek Macedonian cuisine	cuisine
History of Hawaiian cuisine	Cuisine of Hawaii	ingredient
History of Hong Kong cuisine	Hong Kong cuisine	cuisine
History of Indian cuisine	History of Indian cuisine	cuisine
History of Japanese cuisine	History of Japanese cuisine	cuisine
History of Korean cuisine	History of Korean cuisine	cuisine
History of Kraft Foods	Kraft Foods	dish
History of Kraft Foods Inc.	Kraft Foods Inc.	dish
History of Louisiana Creole cuisine	Louisiana Creole cuisine	cuisine
History of Mexican-American cuisine	Mexican-American cuisine	cuisine
History of Middle Eastern cuisine	Middle Eastern cuisine	cuisine
History of Mizrahi Jewish cuisine	Mizrahi Jewish cuisine	cuisine
History of Monégasque cuisine	Monégasque cuisine	cuisine
History of North American cuisine	North American cuisine	cuisine
History of Northern Irish cuisine	Northern Irish cuisine	cuisine
History of Pakistani Chinese cuisine	Pakistani Chinese cuisine	cuisine
History of Pakistani cuisine	History of Indian cuisine	cuisine
History of Pepsi	Pepsi	ingredient
History of Puerto Rican cuisine	Puerto Rican cuisine	cuisine
History of Sephardic Jewish cuisine	Sephardic Jewish cuisine	cuisine
History of South African cuisine	South African cuisine	cuisine
History of South Asian cuisine	History of Indian cuisine	cuisine
History of Syrian Jewish cuisine	Syrian Jewish cuisine	cuisine
History of West African cuisine	West African cuisine	cuisine
History of baking	Baking	technique
History of bread	History of bread	dish
History of bread in American cuisine	Bread in American cuisine	dish
History of bread in California	History of bread in California	dish
History of bread making	History of bread	dish
History of broccoli	Broccoli	ingredient
History of cake	Cake	dish
History of cheese	History of cheese	ingredient
History of cheesemaking	History of cheese	ingredient
History of cheesemaking in Wisconsin	History of cheesemaking in Wisconsin	ingredient
History of chinese cuisine	History of Chinese cuisine	cuisine
History of cookies	Cookie	dish
History of cuisine from the Indian subcontinent	History of Indian cuisine	cuisine
History of curry	Curry	dish
History of curry in the United Kingdom	Curry in the United Kingdom	dish
History of falafel	Falafel	dish
History of fenugreek production in India	Fenugreek production in India	ingredient
History of macaroni and cheese	Macaroni and cheese	dish
History of nachos	Nachos	dish
History of noodles	Noodle	dish
History of onions	Onion	ingredient
History of pasta	Pasta	dish
History of peanuts	Peanut	dish
History of pineapple	Pineapple	ingredient
History of pita	Pita	dish
History of potatoes	Potato	dish
History of sake	Sake	condiment
History of seafood	History of seafood	ingredient
History of soybeans	Soybean	ingredient
History of tacos	Taco	dish
History of taro	Taro	dish
History of the pomegranate	Pomegranate	dish
History of vanilla	Vanilla	ingredient
History of vodka	Vodka	ingredient
History of watermelon	Watermelon	ingredient
History of wheat cultivation	Wheat	dish
Hit (drink)	Hit (drink)	ingredient
Hit (soft drink)	Hit (drink)	ingredient
Hitchen Foods	Bakkavör	ingredient
Hitler bacon	Hitlerszalonna	dish
Hitler-szalonna	Hitlerszalonna	dish
Hitlerszalonna	Hitlerszalonna	dish
Hitschler (company)	Hitschler (company)	dish
Hitsumabushi	Hitsumabushi	dish
Hiyashi Chuka/Cold noodles	Hiyashi chūka	dish
Hiyashi chuka	Hiyashi chūka	dish
Hiyashi chūka	Hiyashi chūka	dish
Hiyashi-chuka	Hiyashi chūka	dish
Hiyayakko	Hiyayakko	dish
Hiziki	Hijiki	dish
Hizikia fusiformes	Hijiki	dish
Hizikia fusiformis	Hijiki	dish
Hjedding Dairy Museum	Hjedding Dairy Museum	ingredient
Hjorte Bakkels	Smultring	ingredient
Hjorte bakkel	Smultring	ingredient
Hjortebakkel	Smultring	ingredient
Hjortebakkels	Smultring	ingredient
Hlebny Dar	Khlibnyi Dar	ingredient
Hlebnyi Dar	Khlibnyi Dar	ingredient
Hlibny Dar	Khlibnyi Dar	ingredient
Hlibnyj Dar	Khlibnyi Dar	ingredient
Hmiss	Hmiss	dish
Ho Dduk	Hotteok	dish
Ho Ho	Ho Hos	dish
Ho Hos	Ho Hos	dish
Ho-Hos	Ho Hos	dish
Ho-tteok	Hotteok	dish
HoHos	Ho Hos	dish
Hoanh thanh	Wonton	ingredient
Hobak juk	Hobak-juk	dish
Hobak-juk	Hobak-juk	dish
Hobak-tteok	Hobak-tteok	dish
Hobakjuk	Hobak-juk	dish
Hobakseon	Seon (food)	dish
Hobaktteok	Hobak-tteok	dish
Hobart C. Buppert III	Bawls	ingredient
Hobbang	Hoppang	dish
Hochodo	Hōchōdō	ingredient
Hochzeitssuppe	Hochzeitssuppe	dish
Hochzeitsuppe	Hochzeitssuppe	dish
Hockeyville	Kraft Hockeyville	dish
Hockeyville USA	Kraft Hockeyville	dish
Hodge-Podge (soup)	Hodge-Podge (soup)	dish
Hodge-Podge soup	Hodge-Podge (soup)	dish
Hodo gwaja	Hodu-gwaja	dish
Hodo kwaja	Hodu-gwaja	dish
Hodogwaja	Hodu-gwaja	dish
Hodu gwaja	Hodu-gwaja	dish
Hodu kwaja	Hodu-gwaja	dish
Hodu-gwaja	Hodu-gwaja	dish
Hodugwaja	Hodu-gwaja	dish
Hoe (dish)	Hoe (food)	dish
Hoe (food)	Hoe (food)	dish
Hoe Cake	Johnnycake	dish
Hoe cake	Johnnycake	dish
Hoe naengmyeon	Naengmyeon	dish
Hoe-cake	Johnnycake	dish
Hoe-deopbap	Hoe-deopbap	dish
Hoecake	Johnnycake	dish
Hoecakes	Johnnycake	dish
Hoedeopbap	Hoe-deopbap	dish
Hoedupbap	Hoe-deopbap	dish
Hoemoochim	Hoe (food)	dish
Hoengseong Korean Beef Festival	Hoengseong Korean Beef Festival	ingredient
Hoentay	Hoentay	ingredient
Hofdingi	Höfðingi	ingredient
Hoffman Dairy	Lactalis	ingredient
Hoffman dairy	Kraft Foods	dish
Hogao	Hogao	condiment
Hoggan	Hoggan	dish
Hoi sam	Sea cucumbers as food	ingredient
Hojuela	Hojuela	dish
Hojuelas	Hojuela	dish
Hokey pokey (ice cream)	Hokey pokey (ice cream)	dish
Hokey pokey ice cream	Hokey pokey (ice cream)	dish
Hokkaido Cheese Tarts	Tart	ingredient
Hokkaido milk bread	Japanese milk bread	dish
Hokkaidon	Donburi	dish
Hokkien and Teochew)	Kuih	dish
Hokkien fried rice	Hokkien fried rice	dish
Holi kitchens	Langar (Sikhism)	dish
Holidays are coming	Coca-Cola	ingredient
Holishkes	Holishkes	dish
Holland's Pies	Holland's Pies	dish
Hollrungia	Passiflora	ingredient
Holodets	Aspic	dish
Holsum	Holsum Bread	dish
Holsum Bread	Holsum Bread	dish
Holsum bread	Holsum Bread	dish
Holy Spina (sweet)	Holy Spina (sweet)	dish
Holy Spokes	Capri-Sun	dish
Holy Trinity (cooking)	Holy trinity (cooking)	ingredient
Holy Trinity (ingredients)	Holy trinity (cooking)	ingredient
Holy Trinity Gravy	Holy trinity (cooking)	ingredient
Holy trinity (cooking)	Holy trinity (cooking)	ingredient
Holy trinity (cuisine)	Holy trinity (cooking)	ingredient
Homagal-iba	Karuka	ingredient
Homba	Humba	dish
Hombà	Humba	dish
Home Pride	Homepride	dish
Home Run Pie	Hostess (snack cakes)	dish
Home run pie	Hostess (snack cakes)	dish
Homentasch	Hamantash	dish
Homentash	Hamantash	dish
Homepride	Homepride	dish
Hominey	Hominy	ingredient
Hominy	Hominy	ingredient
Hominy Grits	Grits	dish
Hominy grits	Grits	dish
Hommos	Hummus	dish
Hommous	Hummus	dish
Hommus	Hummus	dish
Homous	Hummus	dish
Homus	Hummus	dish
Honal	Karuka	ingredient
Hondashi	Dashi	dish
Hondashi (brand)	Ajinomoto	dish
Honest Kids	Honest Tea	ingredient
Honest Tea	Honest Tea	ingredient
Honey Butter Chip	Honey Butter Chips	dish
Honey Butter Chips	Honey Butter Chips	dish
Honey Butter Craze	Honey Butter Chips	dish
Honey Cake	Lekach	dish
Honey Dijon mustard	Mustard (condiment)	ingredient
Honey Mustard Dressing	Mustard (condiment)	ingredient
Honey Mustard Sauce	Mustard (condiment)	ingredient
Honey Nut Cheerios	Honey Nut Cheerios	dish
Honey Nut Cheerios Bee	Honey Nut Cheerios	dish
Honey Nut Clusters	General Mills	ingredient
Honey Puffs	Honey Puffs	dish
Honey Roasted Peanuts	Honey-roasted peanuts	dish
Honey balls	Struffoli	dish
Honey bread	Kkulppang	dish
Honey buttons	Duvshaniot	dish
Honey cookie	Duvshaniot	dish
Honey garlic	Honey garlic sauce	dish
Honey garlic sauce	Honey garlic sauce	dish
Honey mead	Mead	ingredient
Honey mustard	Mustard (condiment)	ingredient
Honey roasted ham	Ham	dish
Honey roasted peanuts	Honey-roasted peanuts	dish
Honey roested ham	Ham	dish
Honey walnut shrimp	Honey walnut shrimp	dish
Honey wine	Mead	ingredient
Honey-roasted peanuts	Honey-roasted peanuts	dish
Honey-wine	Mead	ingredient
Honeycomb bread	Khaliat Nahl	dish
Honeyed wine	Mead	ingredient
Honeymead	Mead	ingredient
Hong Kong Cuisine	Hong Kong cuisine	cuisine
Hong Kong Style Milk Tea	Hong Kong–style milk tea	ingredient
Hong Kong cuisine	Hong Kong cuisine	cuisine
Hong Kong eating culture	Hong Kong cuisine	cuisine
Hong Kong grouper	Hong Kong grouper	dish
Hong Kong milk tea	Hong Kong–style milk tea	ingredient
Hong Kong tea	Hong Kong–style milk tea	ingredient
Hong Kong tea ceremony	Hong Kong cuisine	cuisine
Hong Kong-style American cuisine	Hong Kong cuisine	cuisine
Hong Kong-style Western cuisine	Hong Kong cuisine	cuisine
Hong Kong-style milk tea	Hong Kong–style milk tea	ingredient
Hong Kong-style western cuisine	Hong Kong cuisine	cuisine
Hong Kong-styled Milk Tea	Hong Kong–style milk tea	ingredient
Hong Kong-styled milk tea	Hong Kong–style milk tea	ingredient
Hong Kong-styled western cuisine	Hong Kong cuisine	cuisine
Hong Kong–style milk tea	Hong Kong–style milk tea	ingredient
Hong Shao Rou	Red braised pork belly	dish
Hong dou tang	Hong dou tang	dish
Hong kong grouper	Hong Kong grouper	dish
Hong shao rou	Red braised pork belly	dish
Hong zao	Jujube	ingredient
Hongah	Hongeo-hoe	dish
Hongeo-hoe	Hongeo-hoe	dish
Hongeohoe	Hongeo-hoe	dish
Honghapcho	Jorim	ingredient
Hongshao pork	Red braised pork belly	dish
Hongshao rou	Red braised pork belly	dish
Hongshaorou	Red braised pork belly	dish
Hongzao	Jujube	ingredient
Honigkuchen	Lebkuchen	dish
Honiglebkuchen	Berner Honiglebkuchen	ingredient
Honkarebushi	Katsuobushi	ingredient
Hoochinoo	Moonshine	ingredient
Hooker Brewery	Galway Hooker (brewery)	ingredient
Hoosier pie	Sugar cream pie	dish
Hop House 13	Hop House 13	ingredient
Hope in a Bottle	San Miguel Corporation	ingredient
Hopia	Bakpia	dish
Hopia dice	Bakpia	dish
Hopiang ube	Bakpia	dish
Hopje	Hopje	ingredient
Hopjes	Hopje	ingredient
Hoppang	Hoppang	dish
Hopper (food)	Appam	dish
Hoppers	Appam	dish
Hoppin' John	Hoppin' John	dish
Hopya	Bakpia	dish
Hopyang Hapon	Bakpia	dish
Hopyang ube	Bakpia	dish
Horalky	Horalky	dish
Horilka	Horilka	ingredient
Horincă	Horilka	ingredient
Horlicks	Horlicks	ingredient
Hormel	Hormel Foods	dish
Hormel Foods	Hormel Foods	dish
Hormel Foods Corp	Hormel Foods	dish
Hormel Foods Corp.	Hormel Foods	dish
Hormel Foods Corporation	Hormel Foods	dish
Hormel Historic Home	Hormel Historic Home	dish
Hormel Home	Hormel Historic Home	dish
Hormel Meat Company	Hormel Foods	dish
Hormel Meatpackers' Strike	1985–1986 Hormel strike	dish
Hormel meatpackers strike	1985–1986 Hormel strike	dish
Hormel, George Albert	Hormel Foods	dish
Hormel, James	James C. Hormel	dish
Hornazo	Hornazo	dish
Horno	Horno	tool
Horse Burgers	2013 horse meat scandal	ingredient
Horse bread	Horsebread	dish
Horse hooves	Shuangbaotai	dish
Horse meat scandal	2013 horse meat scandal	ingredient
Horse radish	Horseradish	ingredient
Horse rape	2013 horse meat scandal	ingredient
Horse's neck	Horse's neck	ingredient
Horse-ear pastry	Ox-tongue pastry	dish
Horse-radish	Horseradish	ingredient
Horsebread	Horsebread	dish
Horsebread Act 1540	Horsebread	dish
Horsebread Act 1623	Horsebread	dish
Horseburger	2013 horse meat scandal	ingredient
Horsefeather (cocktail)	Horsefeather (cocktail)	ingredient
Horsemeat scandal	2013 horse meat scandal	ingredient
Horsemeatgate	2013 horse meat scandal	ingredient
Horseradish	Horseradish	ingredient
Horseradish sauce	Horseradish	ingredient
Horsey Sauce	Horseradish	ingredient
Hortobagy palacsinta	Hortobágyi palacsinta	dish
Hortobagyi palacsinta	Hortobágyi palacsinta	dish
Hortobágy palacsinta	Hortobágyi palacsinta	dish
Hortobágyi palacsinta	Hortobágyi palacsinta	dish
Horumon	Horumonyaki	dish
Horumon-nabe	Motsunabe	dish
Horumonyaki	Horumonyaki	dish
Hosaf	Hoşaf	dish
Hoshi-imo	Hoshi-imo	dish
Hosmerim	Hoşmerim	dish
Hosomaki	Sushi	dish
Hoss's Steak and Sea House	Hoss's Steak and Sea House	ingredient
Hostess (snack cakes)	Hostess (snack cakes)	dish
Hostess Cake	Hostess CupCake	dish
Hostess CupCake	Hostess CupCake	dish
Hostess Fruit Pie	Hostess (snack cakes)	dish
Hostess Ho Ho	Ho Hos	dish
Hostess HoHos	Ho Hos	dish
Hostess Twinkie	Twinkie	dish
Hostess Twinkies	Twinkie	dish
Hot &amp; sour soup	Hot and sour soup	dish
Hot 'n Spicy McChicken	McChicken	dish
Hot Brown	Hot Brown	dish
Hot Cross Bun	Hot cross bun	dish
Hot Crust Buns	Hot cross bun	dish
Hot DOTS	Dots (candy)	ingredient
Hot Dots	Dots (candy)	ingredient
Hot Dry Noodle	Hot dry noodles	dish
Hot Fudge Sundae	Sundae	dish
Hot Grits	Grits	dish
Hot Pepper soup	Hulatang	dish
Hot and Dry Noodles	Hot dry noodles	dish
Hot and Sour Noodle	Hot and sour noodles	dish
Hot and Sour Soup	Hot and sour soup	dish
Hot and Sour Soup with Wontons	Chaoshou	dish
Hot and sour Peking soup	Hot and sour soup	dish
Hot and sour noodle	Hot and sour noodles	dish
Hot and sour noodles	Hot and sour noodles	dish
Hot and sour soup	Hot and sour soup	dish
Hot and sour wonton	Chaoshou	dish
Hot and sour wontons	Chaoshou	dish
